,Year,Industry,Opened Licenses
853,2006,Amusement Arcade,14
854,2006,Garage and Parking Lot,11
855,2006,Scrap Metal Processor,10
856,2006,Laundry Jobber,379
857,2006,Commercial Lessor,1
858,2006,Horse Drawn Cab Owner,4
859,2006,Employment Agency,123
860,2006,Sightseeing Bus,2
861,2006,Process Serving Agency,10
862,2006,Newsstand,11
863,2006,Auction House Premises,6
864,2006,Debt Collection Agency,28
865,2006,Home Improvement Contractor,1542
866,2006,Catering Establishment,36
867,2006,Home Improvement Salesperson,1411
868,2006,Tow Truck Exemption,52
869,2006,Amusement Device Portable,9
870,2006,Storage Warehouse,1
871,2006,Electronic & Appliance Service,292
872,2006,Dealer In Products,63
873,2006,Amusement Device Permanent,11
874,2006,Motion Picture Projectionist,23
875,2006,Tow Truck Company,68
876,2006,Electronics Store,523
877,2006,Special Sale,83
878,2006,Laundry,562
879,2006,Stoop Line Stand,473
880,2006,Booting Company,1
881,2006,Sidewalk Cafe,354
882,2006,Auctioneer,16
883,2006,Process Server Individual,214
884,2006,Locksmith Apprentice,4
885,2006,Horse Drawn Driver,22
886,2006,Bingo Game Operator,10
887,2006,Garage,206
888,2006,Pool or Billiard Room,15
889,2006,General Vendor,2061
890,2006,Gaming Cafe,9
891,2006,Locksmith,117
892,2006,General Vendor Distributor,1
893,2006,Parking Lot,78
894,2006,Sightseeing Guide,141
895,2005,Home Improvement Salesperson,1104
896,2005,Secondhand Dealer - General,571
897,2005,Locksmith,145
898,2005,Special Sale,66
899,2005,Process Serving Agency,12
900,2005,Laundry,377
901,2005,Cabaret,8
902,2005,Sightseeing Guide,219
903,2005,Amusement Device Temporary,72
904,2005,Laundry Jobber,206
905,2005,Secondhand Dealer - Auto,193
906,2005,Pawnbroker,32
907,2005,Horse Drawn Driver,30
908,2005,Tow Truck Company,11
909,2005,Home Improvement Contractor,1578
910,2005,Bingo Game Operator,12
911,2005,Garage,161
912,2005,Games of Chance,17
913,2005,Tobacco Retail Dealer,2153
914,2005,General Vendor,603
915,2005,Pool or Billiard Room,8
916,2005,Catering Establishment,3
917,2005,Motion Picture Projectionist,26
918,2005,Sidewalk Cafe,450
919,2005,Scrap Metal Processor,13
920,2005,Locksmith Apprentice,5
921,2005,Employment Agency,63
922,2005,Horse Drawn Cab Owner,3
923,2005,Newsstand,3
924,2005,Auction House Premises,9
925,2005,General Vendor Distributor,2
926,2005,Stoop Line Stand,377
927,2005,Process Server Individual,211
928,2005,Electronic & Appliance Service,215
929,2005,Dealer In Products,85
930,2005,Debt Collection Agency,19
931,2005,Garage and Parking Lot,6
932,2005,Auctioneer,9
933,2005,Amusement Device Portable,3
934,2005,Tow Truck Exemption,4
935,2005,Amusement Device Permanent,55
936,2005,Electronics Store,768
937,2005,Scale Dealer Repairer,1
938,2005,Storage Warehouse,8
939,2005,Parking Lot,131
940,2005,Tow Truck Driver,261
941,2004,Tow Truck Driver,336
942,2004,Tow Truck Company,49
943,2004,Horse Drawn Cab Owner,6
944,2004,Process Serving Agency,38
945,2004,Scrap Metal Processor,5
946,2004,Locksmith,116
947,2004,Storage Warehouse,2
948,2004,Special Sale,106
949,2004,Garage,79
950,2004,Locksmith Apprentice,2
951,2004,Pool or Billiard Room,15
952,2004,Cabaret,14
953,2004,Process Server Individual,470
954,2004,Newsstand,15
955,2004,General Vendor,649
956,2004,Home Improvement Contractor,995
957,2004,Pawnbroker,38
958,2004,Stoop Line Stand,511
959,2004,Auctioneer,91
960,2004,Games of Chance,13
961,2004,Home Improvement Salesperson,907
962,2004,Horse Drawn Driver,37
963,2004,Amusement Arcade,3
964,2004,Secondhand Dealer - Auto,164
965,2004,Parking Lot,60
966,2004,Scale Dealer Repairer,4
967,2004,Tow Truck Exemption,9
968,2004,General Vendor Distributor,2
969,2004,Laundry Jobber,311
970,2004,Sightseeing Bus,1
971,2004,Motion Picture Projectionist,23
972,2004,Catering Establishment,6
973,2004,Amusement Device Permanent,6
974,2004,Employment Agency,124
975,2004,Amusement Device Portable,24
976,2004,Secondhand Dealer - General,516
977,2004,Electronics Store,647
978,2004,Electronic & Appliance Service,280
979,2004,Laundry,493
980,2004,Bingo Game Operator,38
981,2004,Booting Company,2
982,2004,Amusement Device Temporary,84
983,2004,Tobacco Retail Dealer,2257
984,2004,Sidewalk Cafe,91
985,2004,Dealer In Products,91
986,2004,Debt Collection Agency,15
987,2004,Sightseeing Guide,136
988,2004,Garage and Parking Lot,1
989,2003,Debt Collection Agency,21
990,2003,Sightseeing Bus,2
991,2003,Horse Drawn Driver,25
992,2003,Process Server Individual,270
993,2003,Storage Warehouse,9
994,2003,Special Sale,21
995,2003,Secondhand Dealer - General,1756
996,2003,Stoop Line Stand,361
997,2003,Tow Truck Company,43
998,2003,General Vendor Distributor,4
999,2003,Newsstand,4
1000,2003,Auctioneer,14
1001,2003,Pool or Billiard Room,17
1002,2003,Locksmith Apprentice,5
1003,2003,Employment Agency,46
1004,2003,Dealer In Products,110
1005,2003,Tow Truck Exemption,6
1006,2003,Catering Establishment,7
1007,2003,Sidewalk Cafe,145
1008,2003,Home Improvement Salesperson,1441
1009,2003,Home Improvement Contractor,1592
1010,2003,Scale Dealer Repairer,1
1011,2003,Secondhand Dealer - Auto,477
1012,2003,Sightseeing Guide,88
1013,2003,Cabaret,28
1014,2003,Amusement Device Temporary,2
1015,2003,Motion Picture Projectionist,47
1016,2003,Process Serving Agency,13
1017,2003,Electronic & Appliance Service,168
1018,2003,Laundry Jobber,160
1019,2003,Amusement Device Permanent,49
1020,2003,Tow Truck Driver,245
1021,2003,Horse Drawn Cab Owner,3
1022,2003,Locksmith,924
1023,2003,General Vendor,439
1024,2003,Games of Chance,6
1025,2003,Electronics Store,590
1026,2003,Scrap Metal Processor,5
1027,2003,Bingo Game Operator,24
1028,2003,Parking Lot,130
1029,2003,Garage,130
1030,2003,Pawnbroker,39
1031,2003,Garage and Parking Lot,7
1032,2003,Tobacco Retail Dealer,2412
1033,2003,Laundry,360
1034,2002,Pawnbroker,8
1035,2002,General Vendor,63
1036,2002,Debt Collection Agency,15
1037,2002,Motion Picture Projectionist,78
1038,2002,Home Improvement Contractor,1680
1039,2002,Pool or Billiard Room,9
1040,2002,Scale Dealer Repairer,4
1041,2002,Locksmith,97
1042,2002,Special Sale,3
1043,2002,Catering Establishment,64
1044,2002,Stoop Line Stand,463
1045,2002,Tow Truck Driver,201
1046,2002,Sidewalk Cafe,24
1047,2002,Tow Truck Company,39
1048,2002,Process Serving Agency,9
1049,2002,Electronics Store,487
1050,2002,Storage Warehouse,3
1051,2002,Sightseeing Bus,3
1052,2002,Tobacco Retail Dealer,1843
1053,2002,Secondhand Dealer - Auto,118
1054,2002,Parking Lot,69
1055,2002,Amusement Device Portable,1
1056,2002,Sightseeing Guide,92
1057,2002,Games of Chance,8
1058,2002,Locksmith Apprentice,3
1059,2002,Laundry Jobber,147
1060,2002,Amusement Arcade,22
1061,2002,Garage,64
1062,2002,Laundry,250
1063,2002,Horse Drawn Driver,27
1064,2002,Scrap Metal Processor,3
1065,2002,Process Server Individual,254
1066,2002,Dealer In Products,68
1067,2002,Horse Drawn Cab Owner,3
1068,2002,Electronic & Appliance Service,313
1069,2002,Employment Agency,102
1070,2002,Tow Truck Exemption,1
1071,2002,Garage and Parking Lot,2
1072,2002,Newsstand,119
1073,2002,Bingo Game Operator,29
1074,2002,Secondhand Dealer - General,340
1075,2002,Amusement Device Permanent,1
1076,2002,Auctioneer,20
1077,2002,Home Improvement Salesperson,1514
1078,2002,Cabaret,192
1079,2001,Locksmith,102
1080,2001,Amusement Arcade,7
1081,2001,Process Serving Agency,8
1082,2001,Employment Agency,26
1083,2001,Pool or Billiard Room,9
1084,2001,General Vendor,5
1085,2001,Pawnbroker,6
1086,2001,Secondhand Dealer - General,344
1087,2001,Electronic & Appliance Service,177
1088,2001,Tow Truck Exemption,5
1089,2001,Secondhand Dealer - Auto,102
1090,2001,Bingo Game Operator,12
1091,2001,Home Improvement Contractor,520
1092,2001,Stoop Line Stand,284
1093,2001,Parking Lot,79
1094,2001,Horse Drawn Cab Owner,8
1095,2001,Newsstand,4
1096,2001,Scale Dealer Repairer,1
1097,2001,Horse Drawn Driver,37
1098,2001,Home Improvement Salesperson,423
1099,2001,Tow Truck Company,32
1100,2001,Garage,82
1101,2001,Sightseeing Guide,74
1102,2001,Games of Chance,2
1103,2001,Sidewalk Cafe,17
1104,2001,Motion Picture Projectionist,12
1105,2001,Laundry,197
1106,2001,Amusement Device Temporary,1
1107,2001,Garage and Parking Lot,3
1108,2001,Special Sale,1
1109,2001,Dealer In Products,52
1110,2001,Process Server Individual,133
1111,2001,Tow Truck Driver,146
1112,2001,Tobacco Retail Dealer,2780
1113,2001,Electronics Store,496
1114,2001,Auctioneer,9
1115,2001,Storage Warehouse,9
1116,2001,Scrap Metal Processor,3
1117,2001,Laundry Jobber,100
1118,2001,Debt Collection Agency,13
1119,2001,Cabaret,2
1120,2000,Sidewalk Cafe,12
1121,2000,Debt Collection Agency,3
1122,2000,Storage Warehouse,5
1123,2000,Tow Truck Company,14
1124,2000,Tow Truck Exemption,1
1125,2000,Sightseeing Bus,1
1126,2000,Scrap Metal Processor,3
1127,2000,Cabaret,6
1128,2000,Electronics Store,240
1129,2000,Home Improvement Contractor,403
1130,2000,Employment Agency,161
1131,2000,Games of Chance,2
1132,2000,Laundry Jobber,121
1133,2000,Tow Truck Driver,131
1134,2000,Locksmith Apprentice,10
1135,2000,Horse Drawn Driver,21
1136,2000,Motion Picture Projectionist,14
1137,2000,Commercial Lessor,1
1138,2000,Dealer In Products,58
1139,2000,General Vendor,4
1140,2000,Process Serving Agency,8
1141,2000,Amusement Arcade,4
1142,2000,Secondhand Dealer - General,234
1143,2000,Process Server Individual,87
1144,2000,Tobacco Retail Dealer,5036
1145,2000,Garage,37
1146,2000,Pool or Billiard Room,6
1147,2000,Newsstand,63
1148,2000,Home Improvement Salesperson,352
1149,2000,Pawnbroker,12
1150,2000,Auctioneer,11
1151,2000,Stoop Line Stand,262
1152,2000,Parking Lot,58
1153,2000,Locksmith,94
1154,2000,Bingo Game Operator,11
1155,2000,Secondhand Dealer - Auto,87
1156,2000,Sightseeing Guide,81
1157,2000,Laundry,221
1158,2000,Horse Drawn Cab Owner,1
1159,2000,Electronic & Appliance Service,168
1160,1999,Scrap Metal Processor,5
1161,1999,Laundry,194
1162,1999,Home Improvement Salesperson,279
1163,1999,Locksmith,131
1164,1999,Horse Drawn Driver,8
1165,1999,Catering Establishment,1
1166,1999,Games of Chance,4
1167,1999,Commercial Lessor,1
1168,1999,Tow Truck Company,14
1169,1999,Garage and Parking Lot,2
1170,1999,Electronics Store,165
1171,1999,Process Server Individual,76
1172,1999,Horse Drawn Cab Owner,5
1173,1999,Sightseeing Bus,1
1174,1999,Process Serving Agency,2
1175,1999,Sidewalk Cafe,9
1176,1999,Tobacco Retail Dealer,4
1177,1999,Bingo Game Operator,9
1178,1999,Newsstand,71
1179,1999,Tow Truck Exemption,1
1180,1999,Storage Warehouse,11
1181,1999,Amusement Device Portable,1
1182,1999,Parking Lot,76
1183,1999,General Vendor,3
1184,1999,Home Improvement Contractor,347
1185,1999,Secondhand Dealer - Auto,122
1186,1999,Secondhand Dealer - General,285
1187,1999,Debt Collection Agency,1
1188,1999,Locksmith Apprentice,1
1189,1999,Garage,58
1190,1999,Motion Picture Projectionist,22
1191,1999,Scale Dealer Repairer,2
1192,1999,Auctioneer,8
1193,1999,Stoop Line Stand,181
1194,1999,Laundry Jobber,86
1195,1999,Tow Truck Driver,116
1196,1999,Pawnbroker,13
1197,1999,Booting Company,1
1198,1999,Dealer In Products,45
1199,1999,Sightseeing Guide,74
1200,1999,Pool or Billiard Room,18
1201,1999,Electronic & Appliance Service,112
1202,1998,Electronic & Appliance Service,148
1203,1998,Sightseeing Guide,79
1204,1998,Tobacco Retail Dealer,17
1205,1998,Pawnbroker,11
1206,1998,Storage Warehouse,3
1207,1998,Home Improvement Contractor,305
1208,1998,Dealer In Products,42
1209,1998,Bingo Game Operator,4
1210,1998,Commercial Lessor,1
1211,1998,Electronics Store,193
1212,1998,Tow Truck Driver,106
1213,1998,Laundry Jobber,91
1214,1998,Laundry,193
1215,1998,Secondhand Dealer - General,205
1216,1998,Debt Collection Agency,3
1217,1998,Sidewalk Cafe,7
1218,1998,Booting Company,1
1219,1998,Employment Agency,5
1220,1998,Motion Picture Projectionist,1
1221,1998,Auctioneer,11
1222,1998,Games of Chance,4
1223,1998,Stoop Line Stand,225
1224,1998,Scale Dealer Repairer,1
1225,1998,Secondhand Dealer - Auto,89
1226,1998,Garage and Parking Lot,4
1227,1998,Home Improvement Salesperson,223
1228,1998,Locksmith,111
1229,1998,Special Sale,2
1230,1998,Cabaret,3
1231,1998,Tow Truck Exemption,1
1232,1998,Parking Lot,41
1233,1998,Horse Drawn Driver,28
1234,1998,Garage,58
1235,1998,Process Server Individual,57
1236,1998,Amusement Device Portable,1
1237,1998,Horse Drawn Cab Owner,3
1238,1998,Pool or Billiard Room,2
1239,1998,Amusement Device Permanent,1
1240,1998,Scrap Metal Processor,4
1241,1998,Locksmith Apprentice,1
1242,1998,Tow Truck Company,48
1243,1997,Laundry,142
1244,1997,Tow Truck Company,5
1245,1997,Scale Dealer Repairer,12
1246,1997,Home Improvement Salesperson,189
1247,1997,Scrap Metal Processor,3
1248,1997,Motion Picture Projectionist,30
1249,1997,Debt Collection Agency,9
1250,1997,Laundry Jobber,71
1251,1997,Stoop Line Stand,115
1252,1997,Horse Drawn Driver,22
1253,1997,Parking Lot,312
1254,1997,Sidewalk Cafe,9
1255,1997,Tow Truck Driver,83
1256,1997,Pool or Billiard Room,1
1257,1997,Auctioneer,4
1258,1997,Electronics Store,204
1259,1997,Employment Agency,1
1260,1997,Home Improvement Contractor,316
1261,1997,Sightseeing Guide,94
1262,1997,Secondhand Dealer - Auto,53
1263,1997,Storage Warehouse,44
1264,1997,Horse Drawn Cab Owner,3
1265,1997,Garage and Parking Lot,16
1266,1997,Locksmith,139
1267,1997,Pawnbroker,10
1268,1997,Dealer In Products,66
1269,1997,Process Server Individual,34
1270,1997,Tow Truck Exemption,1
1271,1997,Secondhand Dealer - General,196
1272,1997,Garage,414
1273,1997,Booting Company,1
1274,1997,Electronic & Appliance Service,69
1275,1997,Special Sale,4
1276,1996,Laundry Jobber,133
1277,1996,Sidewalk Cafe,6
1278,1996,Pool or Billiard Room,1
1279,1996,Horse Drawn Cab Owner,21
1280,1996,Stoop Line Stand,350
1281,1996,Secondhand Dealer - General,23
1282,1996,Garage and Parking Lot,1
1283,1996,Debt Collection Agency,1
1284,1996,Secondhand Dealer - Auto,17
1285,1996,Laundry,210
1286,1996,Tow Truck Exemption,3
1287,1996,Auctioneer,20
1288,1996,Electronic & Appliance Service,224
1289,1996,Motion Picture Projectionist,55
1290,1996,Dealer In Products,5
1291,1996,Horse Drawn Driver,77
1292,1996,General Vendor,2
1293,1996,Sightseeing Guide,247
1294,1996,Home Improvement Salesperson,86
1295,1996,Tow Truck Company,11
1296,1996,Parking Lot,3
1297,1996,Games of Chance,1
1298,1996,Tow Truck Driver,161
1299,1996,Electronics Store,115
1300,1996,Special Sale,2
1301,1996,Scrap Metal Processor,6
1302,1996,Home Improvement Contractor,121
1303,1996,Newsstand,12
1304,1996,Garage,8
1305,1996,Catering Establishment,1
1306,1996,Process Server Individual,61
1307,1996,Amusement Device Permanent,1
1308,1996,Employment Agency,1
1309,1996,Process Serving Agency,4
1310,1996,Scale Dealer Repairer,4
1311,1995,Motion Picture Projectionist,20
1312,1995,Tow Truck Driver,227
1313,1995,Secondhand Dealer - Auto,66
1314,1995,Dealer In Products,42
1315,1995,Process Serving Agency,1
1316,1995,Storage Warehouse,5
1317,1995,Games of Chance,8
1318,1995,Scrap Metal Processor,5
1319,1995,Sidewalk Cafe,21
1320,1995,Laundry Jobber,259
1321,1995,General Vendor,1
1322,1995,Garage,71
1323,1995,Scale Dealer Repairer,1
1324,1995,Electronics Store,41
1325,1995,Home Improvement Salesperson,30
1326,1995,Parking Lot,54
1327,1995,Debt Collection Agency,8
1328,1995,Pool or Billiard Room,2
1329,1995,Tow Truck Company,11
1330,1995,Laundry,535
1331,1995,Garage and Parking Lot,4
1332,1995,Secondhand Dealer - General,117
1333,1995,Electronic & Appliance Service,24
1334,1995,Newsstand,1
1335,1995,Horse Drawn Driver,4
1336,1995,Stoop Line Stand,37
1337,1995,Sightseeing Guide,25
1338,1995,Process Server Individual,9
1339,1995,Home Improvement Contractor,46
1340,1995,Horse Drawn Cab Owner,3
1341,1995,Tow Truck Exemption,2
1342,1995,Bingo Game Operator,1
1343,1994,Sightseeing Guide,179
1344,1994,Auctioneer,3
1345,1994,General Vendor,1
1346,1994,Stoop Line Stand,114
1347,1994,Tow Truck Company,23
1348,1994,Horse Drawn Driver,29
1349,1994,Home Improvement Contractor,58
1350,1994,Process Serving Agency,7
1351,1994,Debt Collection Agency,6
1352,1994,Motion Picture Projectionist,47
1353,1994,Secondhand Dealer - General,5
1354,1994,Home Improvement Salesperson,93
1355,1994,Bingo Game Operator,1
1356,1994,Horse Drawn Cab Owner,17
1357,1994,Process Server Individual,40
1358,1994,Sidewalk Cafe,10
1359,1994,Laundry Jobber,37
1360,1994,Electronic & Appliance Service,160
1361,1994,Garage,2
1362,1994,Pool or Billiard Room,1
1363,1994,Tow Truck Driver,60
1364,1994,Games of Chance,10
1365,1994,Electronics Store,85
1366,1994,Newsstand,1
1367,1994,Parking Lot,1
1368,1994,Commercial Lessor,4
1369,1994,Laundry,46
1370,1994,Secondhand Dealer - Auto,2
1371,1993,Secondhand Dealer - Auto,2
1372,1993,Sidewalk Cafe,1
1373,1993,Special Sale,1
1374,1993,Home Improvement Salesperson,1
1375,1993,Electronics Store,3
1376,1993,Garage,2
1377,1993,Home Improvement Contractor,12
1378,1993,Tow Truck Driver,2
1379,1993,Laundry,3
1380,1993,Tow Truck Company,5
1381,1993,Secondhand Dealer - General,2
1382,1993,Stoop Line Stand,2
1383,1993,Dealer In Products,1
1384,1993,Laundry Jobber,3
1385,1993,General Vendor,1
1386,1993,Parking Lot,3
1387,1992,Process Serving Agency,1
1388,1992,Tow Truck Company,2
1389,1992,Home Improvement Contractor,3
1390,1992,Laundry Jobber,2
1391,1992,Auctioneer,1
1392,1992,Electronics Store,5
1393,1992,Stoop Line Stand,7
1394,1992,Parking Lot,1
1395,1992,Laundry,3
1396,1992,Amusement Device Temporary,2
1397,1992,Home Improvement Salesperson,1
1398,1991,Garage,2
1399,1991,Parking Lot,4
1400,1991,Stoop Line Stand,2
1401,1991,Secondhand Dealer - Auto,1
1402,1991,Home Improvement Contractor,7
1403,1991,Secondhand Dealer - General,3
1404,1991,Debt Collection Agency,1
1405,1991,Process Server Individual,1
1406,1991,Laundry,2
1407,1991,Garage and Parking Lot,1
1408,1991,Tow Truck Company,1
1409,1990,Electronic & Appliance Service,1
1410,1990,Laundry Jobber,1
1411,1990,Sidewalk Cafe,2
1412,1990,Secondhand Dealer - General,1
1413,1990,Electronics Store,1
1414,1990,Special Sale,1
1415,1990,Home Improvement Contractor,7
1416,1990,Auctioneer,1
1417,1990,Tow Truck Company,1
1418,1990,Laundry,1
1419,1990,Stoop Line Stand,4
1420,1990,General Vendor,1
1421,1989,Parking Lot,2
1422,1989,Home Improvement Contractor,4
1423,1989,Secondhand Dealer - General,4
1424,1989,Garage,1
1425,1989,Electronics Store,2
1426,1989,Secondhand Dealer - Auto,1
1427,1989,Commercial Lessor,9
1428,1989,Storage Warehouse,1
1429,1989,Stoop Line Stand,1
1430,1988,Tow Truck Driver,1
1431,1988,Tow Truck Company,5
1432,1988,Laundry Jobber,1
1433,1988,Home Improvement Salesperson,2
1434,1988,Sidewalk Cafe,3
1435,1988,Home Improvement Contractor,5
1436,1988,Stoop Line Stand,3
1437,1988,Laundry,1
1438,1988,Secondhand Dealer - General,2
1439,1987,Newsstand,1
1440,1987,Process Server Individual,2
1441,1987,Garage,3
1442,1987,Secondhand Dealer - General,2
1443,1987,Secondhand Dealer - Auto,1
1444,1987,Home Improvement Contractor,2
1445,1987,Stoop Line Stand,1
1446,1986,Process Server Individual,1
1447,1986,Electronics Store,1
1448,1986,Laundry,1
1449,1986,Electronic & Appliance Service,1
1450,1986,Employment Agency,1
1451,1986,Secondhand Dealer - Auto,1
1452,1986,Home Improvement Contractor,2
1453,1986,Parking Lot,1
1454,1986,Secondhand Dealer - General,1
1455,1985,Secondhand Dealer - General,1
1456,1985,Home Improvement Contractor,2
1457,1985,Garage,1
1458,1984,Amusement Device Permanent,1
1459,1984,Secondhand Dealer - Auto,1
1460,1983,Home Improvement Contractor,1
1461,1982,Employment Agency,1
1462,1981,Newsstand,1
1463,1977,Electronics Store,1
1464,1977,Garage,1
